,doc_id,chunk,text
39,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,40,Georg Franck von Franckenau was a professor of medicine.
40,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,41,The evidence for the Easter Hare remained unknown in other parts of Germany until the 18th century.
41,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,42,Richard Sermon was a scholar.
42,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,43,Richard Sermon writes a hypothesis about the possible explanation for the connection between hares and the tradition during Easter.
43,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,44,Hares were frequently seen in gardens in spring.
44,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,45,Hares may have served as a convenient explanation for the origin of the colored eggs hidden in gardens for children.
45,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,46,There is a European tradition that hares laid eggs.
46,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,47,A hare’s scratch or form and a lapwing’s nest look very similar.
47,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,48,Both hares and lapwing’s nests occur on grassland and are first seen in the spring.
48,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,49,"In the nineteenth century the influence of Easter cards, toys, and books was to make the Easter Hare/Rabbit popular throughout Europe."
49,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,50,German immigrants exported the custom of the Easter Hare/Rabbit to Britain and America.
50,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,51,The custom of the Easter Hare/Rabbit evolved into the Easter Bunny in Britain and America.
51,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,52,Jakob proposed replacing RNNs with self-attention.
52,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,53,Jakob started the effort to evaluate the idea of replacing RNNs with self-attention.
53,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,54,Ashish designed and implemented the first Transformer models.
54,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,55,Illia designed and implemented the first Transformer models.
55,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,56,Ashish has been crucially involved in every aspect of this work.
56,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,57,Illia has been crucially involved in every aspect of this work.
57,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,58,Noam proposed scaled dot-product attention.
58,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,59,Noam proposed multi-head attention.
59,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,60,Noam proposed the parameter-free position representation.
60,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,61,Noam became the other person involved in nearly every detail.
61,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,62,"Niki designed, implemented, tuned and evaluated countless model variants."
62,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,63,"Niki designed, implemented, tuned and evaluated countless model variants in our original codebase."
63,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,64,"Niki designed, implemented, tuned and evaluated countless model variants in tensor2tensor."
64,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,65,Llion experimented with novel model variants.
65,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,66,Llion was responsible for the initial codebase.
66,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,67,Llion was responsible for efficient inference and visualizations.
67,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,68,Lukasz and Aidan spent countless long days designing various parts of and implementing tensor2tensor.
68,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,69,tensor2tensor replaced our earlier codebase.
69,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,70,tensor2tensor greatly improved results.
70,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,71,tensor2tensor massively accelerated our research.
71,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,72,The work was performed while at Google Brain.
72,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,73,The work was performed while at Google Research.
73,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,74,"The 31st Conference on Neural Information Processing Systems (NIPS 2017) was held in Long Beach, CA, USA."
74,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,75,NIPS 2017 was the 31st Conference on Neural Information Processing Systems.
75,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,76,"The conference was held in Long Beach, CA, USA."
76,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,77,"The arXiv preprint was published on December 6, 2017."
77,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,78,The arXiv preprint has the identifier 1706.03762v5.
78,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,79,"The arXiv preprint is categorized as computer science, specifically computational linguistics."
79,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,80,The preprint discusses transduction problems such as language modeling and machine translation.
80,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,81,"The preprint cites references 35, 2, and 5."
81,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,82,Numerous efforts have continued to push the boundaries of recurrent language models and encoder-decoder architectures.
82,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,83,The efforts are related to recurrent language models and encoder-decoder architectures.
83,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,84,"The efforts are described in references 38, 24, and 15."
84,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,85,Recurrent models typically factor computation along the symbol positions of the input and output sequences.
85,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,86,"Aligning the positions to steps in computation time, they generate a sequence of hidden states ht."
86,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,87,The hidden states ht are a function of the previous hidden state ht-1 and the input for position t.
87,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,88,This inherently sequential nature precludes parallelization within training examples.
88,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,89,Parallelization within training examples becomes critical at longer sequence lengths.
89,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,90,Memory constraints limit batching across examples.
90,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,91,Recent work has achieved significant improvements in computational efficiency.
91,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,92,The improvements in computational efficiency were achieved through factorization tricks.
92,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,93,Factorization tricks were described in reference [21].
93,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,94,Recent work has achieved significant improvements in computational efficiency through conditional computation.
94,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,95,Conditional computation was described in reference [32].
95,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,96,Recent work has also improved model performance.
96,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,97,The improvement in model performance was achieved through conditional computation.
97,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,98,The fundamental constraint of sequential computation remains.
98,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,99,Attention mechanisms have become an integral part of compelling sequence modeling and transduction models in various tasks.
99,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,100,Attention mechanisms allow modeling of dependencies without regard to their distance in the input or output sequences.
100,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,101,The input or output sequences are in various tasks.
101,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,102,"In all but a few cases, attention mechanisms are used in conjunction with a recurrent network."
102,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,103,There are a few cases where attention mechanisms are not used in conjunction with a recurrent network.
103,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,104,"In this work, we propose the Transformer."
104,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,105,The Transformer is a model architecture.
105,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,106,The Transformer eschews recurrence.
106,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,107,The Transformer relies entirely on an attention mechanism.
107,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,108,The attention mechanism draws global dependencies between input and output.
108,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,109,The Transformer allows for significantly more parallelization.
109,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,110,The Transformer can reach a new state of the art in translation quality.
110,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,111,The Transformer can reach a new state of the art in translation quality after being trained for as little as twelve hours on eight P100 GPUs.
111,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,112,The goal of reducing sequential computation forms the foundation of the Extended Neural GPU.
112,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,113,The Extended Neural GPU uses convolutional neural networks as basic building block.
113,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,114,The Extended Neural GPU computes hidden representations in parallel for all input and output positions.
114,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,115,The goal of reducing sequential computation also forms the foundation of ByteNet.
115,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,116,ByteNet uses convolutional neural networks as basic building block.
116,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,117,ByteNet computes hidden representations in parallel for all input and output positions.
117,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,118,The goal of reducing sequential computation also forms the foundation of ConvS2S.
118,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,119,ConvS2S uses convolutional neural networks as basic building block.
119,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,120,ConvS2S computes hidden representations in parallel for all input and output positions.
120,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,121,"In these models, the number of operations required to relate signals from two arbitrary input or output positions grows in the distance between positions."
121,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,122,The number of operations required to relate signals from two arbitrary input or output positions grows linearly for ConvS2S.
122,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,123,The number of operations required to relate signals from two arbitrary input or output positions grows logarithmically for ByteNet.
123,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,124,This makes it more difficult to learn dependencies between distant positions.
124,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,125,The difficulty in learning dependencies between distant positions is referenced in [12].
125,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,126,"In the Transformer, this is reduced to a constant number of operations."
126,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,127,The reduction to a constant number of operations is at the cost of reduced effective resolution due to averaging attention-weighted positions.
127,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,128,The effect of reduced effective resolution due to averaging attention-weighted positions is counteracted with Multi-Head Attention.
128,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,129,Multi-Head Attention is described in section 3.2.
129,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,130,Self-attention is an attention mechanism.
130,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,131,Self-attention is sometimes called intra-attention.
131,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,132,Self-attention relates different positions of a single sequence.
132,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,133,Self-attention computes a representation of the sequence.
133,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,134,Self-attention has been used successfully in a variety of tasks.
134,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,135,"The tasks include reading comprehension, abstractive summarization, textual entailment and learning task-independent sentence representations."
135,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,136,"The use of self-attention in these tasks is supported by references [4, 27, 28, 22]."
136,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,137,End-to-end memory networks are based on a recurrent attention mechanism.
137,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,138,End-to-end memory networks have been shown to perform well on simple-language question answering and language modeling tasks.
138,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,139,The recurrent attention mechanism is an alternative to sequence-aligned recurrence.
139,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,140,"To the best of our knowledge, the Transformer is the first transduction model relying entirely on self-attention to compute representations of its input and output."
140,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,141,The Transformer does not use sequence-aligned RNNs or convolution.
141,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,142,The Transformer is a transduction model.
142,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,143,We will describe the Transformer in the following sections.
143,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,144,We will motivate self-attention in the following sections.
144,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,145,"We will discuss the advantages of the Transformer over models such as [17, 18] and [9] in the following sections."
145,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,146,Most competitive neural sequence transduction models have an encoder-decoder structure.
146,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,147,The encoder-decoder structure is a common architecture for neural sequence transduction models.
147,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,148,The encoder maps an input sequence of symbol representations to a sequence of continuous representations.
148,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,149,The input sequence of symbol representations is (x1;:::;x n).
149,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,150,The sequence of continuous representations is z= (z1;:::;z n).
150,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,151,"Given z, the decoder then generates an output sequence."
151,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,152,The output sequence is (y1;:::;y m).
152,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,153,The output sequence is generated one element at a time.
153,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,154,At each step the model is auto-regressive
154,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,155,The model consumes the previously generated symbols as additional input when generating the next.
155,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,156,The Transformer follows this overall architecture.
156,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,157,"The Transformer uses stacked self-attention and point-wise, fully connected layers for both the encoder and decoder."
157,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,158,"The encoder and decoder are shown in the left and right halves of Figure 1, respectively."
158,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,159,Figure 1 shows the architecture of the Transformer model.
159,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,160,The encoder is composed of a stack of N= 6 identical layers.
160,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,161,The encoder is a stack of layers.
161,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,162,The encoder has 6 layers.
162,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,163,The layers in the encoder are identical.
163,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,164,Each layer has two sub-layers.
164,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,165,The first is a multi-head self-attention mechanism.
165,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,166,"The second is a simple, position-wise fully connected feed-forward network."
166,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,167,We employ a residual connection around each of the two sub-layers.
167,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,168,The residual connection is described in reference [11].
168,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,169,We employ layer normalization after the residual connection.
169,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,170,The layer normalization is described in reference [1].
170,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,171,The output of each sub-layer is LayerNorm( x+ Sublayer( x)).
171,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,172,Sublayer(x) is the function implemented by the sub-layer itself.
172,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,173,"To facilitate these residual connections, all sub-layers in the model produce outputs of dimension dmodel = 512."
173,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,174,The model has sub-layers.
174,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,175,The embedding layers of the model produce outputs of dimension dmodel = 512.
175,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,176,The dimension of the outputs produced by the sub-layers and embedding layers of the model is dmodel = 512.
176,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,177,The decoder is composed of a stack of N= 6 identical layers.
177,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,178,"In addition to the two sub-layers in each encoder layer, the decoder inserts a third sub-layer."
178,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,179,The third sub-layer in the decoder performs multi-head attention over the output of the encoder stack.
179,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,180,We employ residual connections around each of the sub-layers.
180,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,181,The sub-layers are followed by layer normalization.
181,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,182,We modify the self-attention sub-layer in the decoder stack.
182,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,183,The self-attention sub-layer in the decoder stack prevents positions from attending to subsequent positions.
183,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,184,This masking ensures that the predictions for position i can depend only on the known outputs at positions less than i.
184,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,185,The masking is combined with the fact that the output embeddings are offset by one position.
185,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,186,An attention function can be described as mapping a query and a set of key-value pairs to an output.
186,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,187,"The query, keys, values, and output are all vectors."
187,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,188,The output is computed as a weighted sum of the values.
188,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,189,The weight assigned to each value is computed by a compatibility function of the query with the corresponding key.
189,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,190,3Scaled Dot-Product Attention is a type of attention mechanism.
190,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,191,Multi-Head Attention is a type of attention mechanism.
191,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,192,Figure 2 shows Scaled Dot-Product Attention on the left.
192,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,193,Multi-Head Attention consists of several attention layers running in parallel.
193,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,194,"We call our particular attention ""Scaled Dot-Product Attention""."
194,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,195,The input consists of queries and keys.
195,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,196,The queries and keys have a dimension of dk.
196,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,197,The input also consists of values.
197,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,198,The values have a dimension of dv.
198,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,199,We compute the dot products of the query with all keys.
199,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,200,We divide each dot product by pdk.
200,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,201,We apply a softmax function to obtain the weights on the values.
201,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,202,"In practice, we compute the attention function on a set of queries simultaneously."
202,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,203,The set of queries are packed together into a matrix Q.
203,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,204,The keys and values are also packed together into matrices KandV.
204,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,205,We compute the matrix of outputs as: Attention(Q;K;V ) = softmax(QKT/dk)V (1)
205,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,206,The two most commonly used attention functions are additive attention and dot-product (multiplicative) attention.
206,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,207,Additive attention is described in [2].
207,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,208,Dot-product attention is identical to our algorithm.
208,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,209,The scaling factor of the algorithm is 1pdk.
209,9bce526f29338990687593c102f3a43ca5cd4b63f626d5872c48ce102b333170,210,Additive attention computes the compatibility function using a feed-forward network.
